reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,text.started,key_resp.started,fixation.stopped,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
11,30,7,0,0,0,0,43.18257489998359,43.66111520002596,43.66111520002596,44.18965399998706,n,17.7202747000847,428379,001,2022-11-01_16h58.11.180,discounting_exp,2022.2.4,59.85959334189204,
67,75,119,0,1,1,5,61.41545580001548,62.40178650000598,62.40178650000598,62.41840299998876,n,2.3672463999828324,428379,001,2022-11-01_16h58.11.180,discounting_exp,2022.2.4,59.85959334189204,
27,50,21,0,2,2,2,64.80167170008644,65.80091470002662,65.80091470002662,65.80091470002662,l,1.521054600016214,428379,001,2022-11-01_16h58.11.180,discounting_exp,2022.2.4,59.85959334189204,
49,60,89,0,3,3,4,67.3504192000255,68.35025560006034,68.35025560006034,68.35025560006034,n,3.053035900113173,428379,001,2022-11-01_16h58.11.180,discounting_exp,2022.2.4,59.85959334189204,
40,55,62,0,4,4,3,71.43291780003347,72.43255220004357,72.43255220004357,72.43255220004357,l,1.319965099915862,428379,001,2022-11-01_16h58.11.180,discounting_exp,2022.2.4,59.85959334189204,
78,80,162,0,5,5,6,73.78289290005341,74.78192540002055,74.78192540002055,74.78192540002055,n,2.139448200003244,428379,001,2022-11-01_16h58.11.180,discounting_exp,2022.2.4,59.85959334189204,
15,35,13,0,6,6,1,76.94830380007625,77.94784660008736,77.94784660008736,77.94784660008736,l,1.7873413999332115,428379,001,2022-11-01_16h58.11.180,discounting_exp,2022.2.4,59.85959334189204,
